City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,sampit,-2.5333,112.95,25.87,93,100,0.53,ID,1707176138
361,hammerfest,70.6634,23.6821,-9.75,79,0,1.54,NO,1707176138
362,zahedan,29.4963,60.8629,-0.05,47,0,4.12,IR,1707176139
363,toliara,-23.35,43.6667,24.7,87,7,2.91,MG,1707176139
364,miles city,46.4083,-105.8406,8.54,61,0,1.54,US,1707176139
365,tura,25.5198,90.2201,12.48,74,65,1.07,IN,1707176139
366,mountain home,43.133,-115.6912,12.71,47,0,5.66,US,1707176139
367,naze,28.3667,129.4833,15.51,66,7,5.8,JP,1707176139
368,ingre,47.9199,1.8278,6.21,93,100,5.66,FR,1707176140
369,sao joao do piaui,-8.3581,-42.2467,29.77,42,92,1.65,BR,1707176140
370,nueva esperanza,15.2667,-87.6,26.79,72,33,1.78,HN,1707176140
371,ribeira brava,32.65,-17.0667,19.35,70,93,2.64,PT,1707176140
372,san antonio de pale,-1.4014,5.6325,27.66,74,86,1.66,GQ,1707176140
373,saint-francois,46.4154,3.9054,3.69,100,100,1.03,FR,1707176140
374,new norfolk,-42.7826,147.0587,17.18,36,52,3.1,AU,1707176140
375,longview,32.5007,-94.7405,17.97,39,0,3.6,US,1707176140
376,laguna,38.421,-121.4238,15.98,70,100,5.14,US,1707176141
377,esquina,-30.0144,-59.5272,30.94,44,30,3.78,AR,1707176141
378,laredo,27.5064,-99.5075,22.14,32,0,7.2,US,1707175989
379,lodja,-3.4833,23.4333,21.06,98,95,0.68,CD,1707176141
380,sovetskiy,61.3614,63.5842,-17.28,92,99,2.24,RU,1707176141
381,vredendal,-31.6683,18.5012,18.97,92,4,1.4,ZA,1707176141
382,st. john's,47.5649,-52.7093,1.27,97,100,7.6,CA,1707176061
383,nizhneudinsk,54.9076,99.0276,-11.07,91,97,1.82,RU,1707176141
384,mcalester,34.9334,-95.7697,16.05,36,40,5.14,US,1707176141
385,kristiansund,63.1115,7.732,-2.64,93,40,1.03,NO,1707176142
386,key biscayne,25.6937,-80.1628,17.23,94,75,0.0,US,1707176142
387,mili,6.0815,171.735,27.62,73,94,6.49,MH,1707176142
388,esmeraldas,-19.7625,-44.3139,27.17,91,100,1.98,BR,1707176142
389,porbandar,21.6422,69.6093,21.52,86,2,3.78,IN,1707176142
390,cabedelo,-6.9811,-34.8339,28.37,78,27,4.95,BR,1707176142
391,biltine,14.5333,20.9167,19.14,14,27,8.87,TD,1707176142
392,xiva,41.3783,60.3639,5.99,47,85,5.71,UZ,1707176142
393,barmer,25.75,71.3833,17.74,46,55,2.87,IN,1707176143
394,chibougamau,49.9168,-74.3659,-11.21,73,0,2.06,CA,1707176143
395,ugoofaaru,5.6667,73.0,27.83,71,20,6.27,MV,1707176143
396,eagle point,42.4726,-122.8028,13.26,61,100,4.63,US,1707176143
397,kavieng,-2.5744,150.7967,29.17,72,96,2.25,PG,1707176143
398,coruripe,-10.1256,-36.1756,26.56,82,41,3.95,BR,1707176143
399,pisco,-13.7,-76.2167,26.03,78,0,8.75,PE,1707176143
400,boston spa,53.9042,-1.3452,12.16,83,100,8.86,GB,1707176143
401,suva,-18.1416,178.4415,25.71,94,75,2.06,FJ,1707176077
402,mount isa,-20.7333,139.5,29.87,79,40,3.09,AU,1707176144
403,yoloten,37.2989,62.3597,7.71,43,3,6.06,TM,1707176144
404,beau vallon,-20.4189,57.6953,24.13,73,20,1.54,MU,1707176144
405,okhotsk,59.3833,143.3,-22.66,81,68,5.69,RU,1707176144
406,gorontalo,0.5412,123.0595,26.55,83,100,1.48,ID,1707176144
407,progreso,21.2833,-89.6667,24.06,83,20,11.5,MX,1707176144
408,sittwe,20.15,92.9,19.37,61,3,3.45,MM,1707176144
409,zaozersk,69.4005,32.4476,-18.49,99,95,2.06,RU,1707176145
410,monte aprazivel,-20.7725,-49.7142,22.36,66,100,2.08,BR,1707176145
411,medina de pomar,42.9294,-3.488,9.5,90,100,0.56,ES,1707176145
412,mena,51.5217,32.2157,-1.47,88,66,6.27,UA,1707176145
413,prince george,53.9166,-122.753,-1.88,78,75,3.09,CA,1707176145
414,banamba,13.55,-7.45,22.16,10,0,4.39,ML,1707176145
415,antonio enes,-16.2325,39.9086,24.82,91,100,2.61,MZ,1707176145
416,prince rupert,54.3161,-130.3201,4.83,70,0,7.72,CA,1707175918
417,bijar,35.8668,47.6051,-2.81,86,68,6.27,IR,1707176145
418,taytayan,7.7339,126.5019,25.23,81,100,1.6,PH,1707176146
419,eirunepe,-6.6603,-69.8736,23.54,97,80,0.71,BR,1707176146
420,ta`u,-14.2336,-169.5144,28.32,76,94,3.26,AS,1707176146
421,kadnikov,59.5022,40.338,-13.99,97,100,1.99,RU,1707176146
422,karimganj,24.8667,92.35,15.66,76,100,1.54,IN,1707176146
423,bati,11.1833,40.0167,16.59,80,21,1.38,ET,1707176146
424,grand falls-windsor,48.9332,-55.6649,-0.28,95,100,8.36,CA,1707176146
425,shar,49.5886,81.0453,-10.23,85,44,5.78,KZ,1707176147
426,port augusta,-32.5,137.7667,20.81,38,0,9.48,AU,1707176147
427,kavaratti,10.5669,72.642,27.85,74,80,3.93,IN,1707176147
428,tondano,1.3038,124.9112,21.05,72,96,0.79,ID,1707176147
429,tagiura,32.8817,13.3506,15.4,52,0,4.42,LY,1707176147
430,newman,37.3138,-121.0208,14.52,75,99,0.89,US,1707176147
431,san luis de la loma,17.2706,-100.8939,26.65,69,9,2.1,MX,1707176147
432,ridder,50.355,83.5133,-10.57,78,93,2.62,KZ,1707176147
433,el calafate,-50.3408,-72.2768,12.76,58,78,3.88,AR,1707176148
434,al bawiti,28.3492,28.8659,11.04,58,0,2.7,EG,1707176148
435,monrovia,6.3005,-10.7969,26.69,88,17,2.42,LR,1707176148
436,bel ombre,-4.6167,55.4167,26.91,83,20,0.51,SC,1707176148
437,aqadyr,48.2553,72.8483,-11.73,91,100,4.5,KZ,1707176148
438,miranda,3.2499,-76.2281,23.07,93,94,1.5,CO,1707176148
439,miguel ahumada,30.6167,-106.5167,19.31,18,78,5.91,MX,1707176148
440,the pas,53.8251,-101.2541,2.01,93,100,1.54,CA,1707176148
441,obihiro,42.9172,143.2044,-17.33,79,67,1.38,JP,1707176149
442,keelakarai,9.2333,78.7833,24.0,79,8,4.28,IN,1707176149
443,greymouth,-42.4667,171.2,19.77,66,99,3.49,NZ,1707176149
444,yemva,62.59,50.8594,-19.8,98,99,2.18,RU,1707176149
445,fengzhou,24.9576,118.5337,12.21,75,99,2.58,CN,1707176149
446,morehead city,34.7229,-76.726,10.02,73,75,5.36,US,1707175998
447,bathsheba,13.2167,-59.5167,27.34,89,20,7.72,BB,1707176149
448,road town,18.4167,-64.6167,27.05,89,20,6.69,VG,1707176149
449,mogocha,53.7333,119.7667,-26.91,99,8,1.38,RU,1707176150
450,fray luis beltran,-39.3167,-65.7667,32.43,13,87,4.04,AR,1707176150
451,virac,13.6333,124.2167,22.18,85,87,5.46,PH,1707176150
452,paracale,14.2804,122.7881,25.39,87,62,4.18,PH,1707176150
453,benguela,-12.5763,13.4055,26.57,83,100,2.27,AO,1707176127
454,santo antonio do ica,-3.1022,-67.9397,24.67,90,74,0.51,BR,1707176150
455,sodankyla,67.4167,26.6,-27.12,100,97,1.16,FI,1707176150
456,tsiombe,-25.3,45.4833,22.64,91,99,3.85,MG,1707176150
457,severo-yeniseyskiy,60.3725,93.0408,-14.12,97,63,2.24,RU,1707176151
458,sarmiento,-45.5882,-69.07,24.0,18,5,8.26,AR,1707176151
459,fuyang,32.9,115.8167,-5.99,97,96,2.11,CN,1707176151
460,sao gabriel da cachoeira,-0.1303,-67.0892,24.02,97,96,0.42,BR,1707176151
461,khovd,48.0056,91.6419,-20.63,90,27,0.6,MN,1707176151
462,anna regina,7.2644,-58.5077,26.42,88,100,3.9,GY,1707176151
463,estevan,49.1334,-102.9842,3.19,93,100,2.57,CA,1707176151
464,zinder,13.8072,8.9881,15.84,16,46,5.39,NE,1707176152
465,alofi,-19.0595,-169.9187,28.94,70,40,5.14,NU,1707175942
466,beloyarskiy,63.7119,66.6722,-20.56,97,100,2.68,RU,1707176152
467,maceio,-9.6658,-35.7353,27.69,89,40,3.09,BR,1707175894
468,parnarama,-5.6817,-43.0933,28.1,57,87,0.78,BR,1707176152
469,nadym,65.5333,72.5167,-21.87,98,88,5.46,RU,1707176152
470,belo sur tsiribihina,-19.7,44.55,24.47,94,47,1.77,MG,1707176152
471,mugia,43.1041,-9.2179,10.09,75,99,0.8,ES,1707176152
472,qarazhal,48.0078,70.7903,-8.37,87,100,7.44,KZ,1707176153
473,balimila,18.25,82.1333,19.02,86,0,0.94,IN,1707176153
474,san julian,21.0167,-102.1667,20.91,11,0,3.17,MX,1707176153
475,aldinga beach,-35.2793,138.4604,20.98,47,15,4.83,AU,1707176153
476,vavuniya,8.7514,80.4971,20.73,92,49,1.61,LK,1707175936
477,embi,48.8264,58.1442,1.46,79,100,9.86,KZ,1707176153
478,trinidad,-14.8333,-64.9,29.99,74,40,1.54,BO,1707176153
479,tabuk,17.4189,121.4443,23.57,85,79,1.83,PH,1707176153
480,akrehamn,59.2667,5.1833,1.34,74,40,4.12,NO,1707176153
481,monywa,22.1167,95.1333,17.33,58,0,2.15,MM,1707176154
482,bardai,11.65,7.2333,18.04,16,15,6.29,NG,1707176154
483,kearney,40.6995,-99.0815,7.95,76,20,3.09,US,1707175640
484,flying fish cove,-10.4217,105.6791,23.82,94,75,0.0,CX,1707176048
485,lexington park,38.2668,-76.4538,5.91,55,0,4.12,US,1707176154
486,sirte,31.2089,16.5887,15.02,74,0,3.63,LY,1707176154
487,czarna bialostocka,53.3051,23.2815,0.46,92,100,4.12,PL,1707176154
488,yayladagi,35.9025,36.0627,9.3,82,37,3.42,TR,1707176154
489,alcaniz,41.05,-0.1333,10.69,52,100,0.99,ES,1707176155
490,katsuura,35.1333,140.3,5.19,97,100,8.91,JP,1707176155
491,san jorge,-31.8962,-61.8598,32.13,37,91,6.09,AR,1707176155
492,bac lieu,9.285,105.7244,24.93,88,14,2.71,VN,1707176155
493,shingu,33.7333,135.9833,7.39,71,29,3.18,JP,1707176155
494,port saint john's,-31.6229,29.5448,22.97,92,0,2.95,ZA,1707176155
495,andovoranto,-18.95,49.1,23.67,94,100,1.95,MG,1707176155
496,saint-joseph,-21.3667,55.6167,21.21,74,77,3.01,RE,1707176155
497,nuku'alofa,-21.1333,-175.2,26.5,74,86,8.46,TO,1707176155
498,richards bay,-28.783,32.0377,23.26,88,94,1.62,ZA,1707176058
499,suwayr,30.1171,40.3893,6.52,54,0,3.17,SA,1707176156
500,san luis,-33.295,-66.3356,29.38,46,78,1.55,AR,1707176038
501,parham,17.0968,-61.7705,26.83,53,20,2.06,AG,1707176156
502,chela,34.069,104.4619,-4.35,92,100,1.69,CN,1707176156
503,tarata,-17.6167,-66.0167,22.68,62,31,2.67,BO,1707176156
504,ghat,24.9647,10.1728,10.06,41,8,2.13,LY,1707176156
505,chongwe,-15.3292,28.682,19.06,83,6,1.01,ZM,1707176156
506,xiabaishi,26.8153,119.6792,8.71,89,100,1.61,CN,1707176157
507,pangody,65.85,74.4859,-23.53,98,61,4.81,RU,1707176157
508,merizo village,13.2658,144.6691,28.31,76,100,8.44,GU,1707176157
509,cherrybrook,-33.7228,151.0461,24.04,89,100,0.89,AU,1707176157
510,caleta de carquin,-11.0925,-77.6267,24.69,78,38,3.07,PE,1707176157
511,nizao,18.25,-70.2,27.48,87,85,6.28,DO,1707176157
512,yanbu,24.0891,38.0637,16.02,63,0,1.54,SA,1707176157
513,saint-pierre,-21.3393,55.4781,21.82,68,0,3.09,RE,1707176157
514,seryshevo,51.0933,128.3786,-24.47,99,99,0.64,RU,1707176158
515,northam,51.0333,-4.2167,13.14,95,100,10.77,GB,1707176158
516,cockburn town,21.4612,-71.1419,22.98,83,75,4.12,TC,1707176158
517,rouissat,31.9243,5.3502,9.04,49,0,1.54,DZ,1707176158
518,daye,30.0833,114.95,0.5,99,100,0.21,CN,1707176158
519,tindouf,27.6711,-8.1474,12.25,40,0,2.57,DZ,1707176158
520,majene,-3.5403,118.9707,26.47,81,100,0.88,ID,1707176158
521,mooloolaba,-26.6833,153.1167,28.92,83,95,0.45,AU,1707176158
522,keflavik,64.0049,-22.5624,-6.76,63,40,9.26,IS,1707176159
523,nikolayevsk-on-amure,53.1406,140.73,-18.59,91,74,1.91,RU,1707176159
524,mandera,3.9366,41.867,26.88,51,60,4.92,KE,1707176159
525,pelotas,-31.7719,-52.3425,25.01,78,75,5.14,BR,1707176159
526,san salvador de jujuy,-24.1946,-65.2971,27.74,91,100,2.99,AR,1707176159
527,aliveri,38.4167,24.0333,15.23,52,0,2.01,GR,1707176159
528,tibanbang,6.6315,126.1055,25.61,82,100,1.15,PH,1707176159
529,luorong,24.4058,109.6086,6.21,89,100,3.37,CN,1707176160
530,hotan,37.0997,79.9269,-4.01,89,93,1.37,CN,1707176160
531,howrah,22.5892,88.3103,22.0,88,40,0.0,IN,1707176160
532,charters towers,-20.1,146.2667,30.17,60,7,2.67,AU,1707176160
533,janow lubelski,50.707,22.4104,9.01,78,100,9.35,PL,1707176160
534,igrim,63.1906,64.4162,-17.16,97,100,2.31,RU,1707176160
535,borba,-4.3878,-59.5939,26.4,84,94,0.72,BR,1707176160
536,la junta,37.985,-103.5438,15.1,33,0,2.57,US,1707175940
537,rongelap,11.1635,166.8941,26.53,82,84,9.02,MH,1707176161
538,kerikeri,-35.2268,173.9474,23.82,54,7,3.23,NZ,1707176161
539,sovetskaya gavan',48.9723,140.2878,-18.27,86,6,1.51,RU,1707176161
540,izazi,-7.2,35.7333,20.74,90,96,0.65,TZ,1707176161
541,bereznik,62.8551,42.7072,-21.48,97,96,2.14,RU,1707176161
542,new bern,35.1085,-77.0441,10.01,47,85,4.18,US,1707176161
543,kiffa,16.6166,-11.4045,22.91,9,8,5.41,MR,1707176162
544,boguchany,58.3814,97.4531,-12.3,99,95,1.79,RU,1707176162
545,baukau,51.5526,7.2042,9.32,89,100,6.93,DE,1707176162
546,pimentel,-6.8367,-79.9342,28.16,65,0,6.17,PE,1707176162
547,dubai,25.2582,55.3047,17.96,63,0,3.09,AE,1707175522
548,inhambane,-23.865,35.3833,24.26,88,12,0.89,MZ,1707176162
549,alo,7.4178,6.7371,25.87,18,31,1.17,NG,1707176163
550,paradip garh,20.3167,86.6167,22.33,86,0,3.61,IN,1707176163
551,kuqa,41.7278,82.9364,-5.62,80,50,0.88,CN,1707176163
552,christchurch,-43.5333,172.6333,30.3,34,99,1.03,NZ,1707176091
553,macheng,31.1783,115.0319,-1.25,91,100,2.96,CN,1707176163
554,khandallah,-41.2467,174.7906,26.95,68,20,12.86,NZ,1707176163
555,kuytun,54.3419,101.5036,-21.87,100,84,0.63,RU,1707176163
556,el nido,11.1858,119.3956,27.03,73,78,2.73,PH,1707176164
557,encruzilhada do sul,-30.5439,-52.5219,21.26,93,52,4.38,BR,1707176164
558,north bend,43.4065,-124.2243,10.14,93,100,3.6,US,1707176164
559,malanje,-9.5402,16.341,17.56,97,78,1.52,AO,1707176164
560,jawf al maqbabah,13.8378,45.8349,18.01,88,35,0.61,YE,1707176164
561,constitucion,-35.3333,-72.4167,16.93,77,73,6.32,CL,1707176164
562,contamana,-7.3333,-75.0167,27.26,66,82,1.18,PE,1707176164
563,funafuti,-8.5243,179.1942,30.0,79,100,10.29,TV,1707176164
564,talas,38.6908,35.5538,5.37,56,75,2.57,TR,1707176165
565,kaa-khem,51.6833,94.7333,-28.11,94,26,1.2,RU,1707176165
566,sao joao da barra,-21.6403,-41.0511,27.05,89,100,3.72,BR,1707176165
567,drabiv,49.963,32.1529,0.49,74,91,7.29,UA,1707176165
568,baranovichi,53.1327,26.0139,-0.24,82,99,4.98,BY,1707176165
569,godda,24.8333,87.2167,15.72,96,60,1.08,IN,1707176165
570,tyukhtet,56.5389,89.3011,-11.06,92,78,2.87,RU,1707176165
571,kralendijk,12.15,-68.2667,27.99,83,0,5.14,BQ,1707176166
572,el-tor,28.2364,33.6254,17.08,45,0,4.12,EG,1707176166
573,kibre mengist,5.8833,38.9833,14.13,77,46,1.31,ET,1707176166
574,tabou,4.423,-7.3528,27.61,77,40,2.73,CI,1707176166
575,aland,17.5667,76.5667,23.68,51,0,2.34,IN,1707176166
